4,1
161,1
183,1
185,1
191,1
19,1
65,1
89,1
125,1
127,1
155,1
159,1
160,1
162,1
214,1
64,1
189,1
48,1
120,1
158,1
168,1
212,1
12,1
13,1
35,1
92,1
94,1
164,1
165,1
166,1
167,1
213,1
215,1
3,1
53,1
153,1
184,1
186,1
205,1
114,1
115,1
116,1
117,1
118,1
119,1
20,1
67,1
93,1
122,1
140,1
141,1
180,1
188,1
49,1
50,1
60,1
63,1
75,1
83,1
96,1
97,1
99,1
126,1
128,1
173,1
216,1
51,1
52,1
103,1
142,1
163,1
178,1
100,1
218,1
238,1
57,1
104,1
174,1
44,1
45,1
46,1
105,1
108,1
6,1
8,1
15,1
16,1
17,1
30,1
43,1
47,1
79,1
82,1
84,1
85,1
87,1
88,1
91,1
98,1
106,1
107,1
154,1
172,1
175,1
177,1
190,1
86,1
21,1
66,1
81,1
90,1
169,1
179,1
187,1
109,1
112,1
123,1
26,1
29,1
36,1
54,1
56,1
62,1
78,1
102,1
144,1
148,1
171,1
207,1
208,1
101,1
176,1
193,1
18,1
33,1
70,1
73,1
192,1
197,1
1,1
59,1
72,1
204,1
195,1
196,1
198,1
200,1
2,1
27,1
28,1
34,1
37,1
38,1
39,1
41,1
42,1
55,1
71,1
111,1
199,1
7,1
25,1
58,1
61,1
68,1
69,1
76,1
77,1
110,1
130,1
143,1
145,1
146,1
147,1
149,1
150,1
151,1
156,1
170,1
201,1
217,1
9,1
31,1
129,1
137,1
211,1
235,1
133,1
135,1
194,1
236,1
132,1
237,1
222,1
234,1
10,1
11,1
40,1
223,1
224,1
225,1
231,1
23,1
24,1
124,1
136,1
157,1
181,1
201,1
220,1
221,1
226,1
228,1
229,1
230,1
233,1
152,1
210,1
219,1
5,1
22,1
32,1
131,1
134,1
138,1
139,1
202,1
203,1
227,1
232,1
a1,1
a2,1
a3,1
a4,1
b1,1
b2,1
b3,1
b4,1
c1,1
c2,1
c3,1
c4,1
d1,1
d2,1
d3,1
d4,1
e1,1
e2,1
e3,1
e4,1
f1,1
f2,1
f3,1
f4,1
g1,1
g2,1
g3,1
g4,1
h1,1
h2,1
h3,1
h4,1
Art & Media-Normal School,1
Art & Media-Top School,1
Finance Service-Normal School,1
Finance Service-Top School,1
Industrial & IT-Top School,1
PublicOrLawService-Normal School,1
PublicOrLawService-Top School,1
Linkedin,1
